"CAMIS","GRADE","BORO","grade"
41105415,"A","Brooklyn","A"
41105572,"A","Queens","A"
41105644,"B","Manhattan","B"
41105947,"A","Staten Island","A"
41106233,"A","Manhattan","A"
41106321,"A","Queens","A"
41106459,"A","Staten Island","A"
41106644,"A","Manhattan","A"
41106653,"A","Queens","A"
41106672,"A","Brooklyn","A"
41106681,"A","Brooklyn","A"
41107259,"A","Queens","A"
41107447,"A","Brooklyn","A"
41108006,"A","Queens","A"
41108012,"B","Queens","B"
41108068,"A","Queens","A"
41108575,"A","Queens","A"
41108957,"A","Brooklyn","A"
41109162,"A","Brooklyn","A"
41109275,"A","Brooklyn","A"
41109381,"B","Manhattan","B"
41109543,"A","Manhattan","A"
41109649,"A","Bronx","A"
41109700,"A","Queens","A"
41110219,"A","Queens","A"
41110390,"A","Manhattan","A"
41110462,"A","Staten Island","A"
41110540,"A","Brooklyn","A"
41110973,"A","Brooklyn","A"
41111038,"A","Brooklyn","A"
41111237,"A","Manhattan","A"
41111393,"C","Manhattan","C"
41111464,"A","Brooklyn","A"
41111524,"A","Manhattan","A"
41112470,"A","Brooklyn","A"
41112524,"A","Manhattan","A"
41112530,"A","Staten Island","A"
41112797,"A","Brooklyn","A"
41112819,"A","Brooklyn","A"
41113037,"Z","Manhattan","OTHER"
41114768,"A","Manhattan","A"
41115711,"A","Queens","A"
41115745,"Z","Brooklyn","OTHER"
41115762,"A","Queens","A"
41116575,"A","Brooklyn","A"
41116617,"A","Queens","A"
41117086,"A","Manhattan","A"
41117350,"A","Queens","A"
41117553,"Z","Manhattan","OTHER"
41117663,"A","Queens","A"
41117739,"A","Manhattan","A"
41117795,"A","Manhattan","A"
41118126,"A","Queens","A"
41118203,"A","Bronx","A"
41118287,"A","Queens","A"
41118794,"Z","Brooklyn","OTHER"
41118839,"A","Manhattan","A"
41119200,"A","Bronx","A"
41119269,"C","Queens","C"
41120276,"A","Bronx","A"
41120682,"A","Manhattan","A"
41120866,"Z","Manhattan","OTHER"
41120876,"A","Brooklyn","A"
41121169,"N","Bronx","OTHER"
41121595,"Z","Bronx","OTHER"
41122178,"A","Queens","A"
41122435,"A","Manhattan","A"
41122841,"A","Manhattan","A"
41122892,"A","Brooklyn","A"
41123001,"A","Brooklyn","A"
41123042,"A","Manhattan","A"
41123415,"Z","Staten Island","OTHER"
41123423,"A","Staten Island","A"
41124419,"B","Bronx","B"
41124515,"A","Manhattan","A"
41125267,"A","Queens","A"
41125700,"A","Queens","A"
41125764,"A","Queens","A"
41125878,"Z","Manhattan","OTHER"
41126295,"A","Queens","A"
41126771,"A","Brooklyn","A"
41127209,"A","Brooklyn","A"
41127243,"N","Manhattan","OTHER"
41127492,"A","Bronx","A"
41127647,"A","Brooklyn","A"
41127877,"A","Brooklyn","A"
41128211,"A","Manhattan","A"
41128554,"A","Manhattan","A"
41129085,"A","Staten Island","A"
41129116,"A","Staten Island","A"
41129343,"A","Brooklyn","A"
41129375,"A","Manhattan","A"
41129706,"A","Queens","A"
41129994,"A","Brooklyn","A"
41130552,"A","Brooklyn","A"
41130663,"A","Queens","A"
41130782,"A","Queens","A"
41130819,"A","Manhattan","A"
41130849,"A","Manhattan","A"
41131002,"A","Queens","A"
41131266,"A","Queens","A"
41131625,"A","Brooklyn","A"
41131836,"A","Bronx","A"
41132351,"A","Manhattan","A"
41132816,"Z","Bronx","OTHER"
41132975,"A","Brooklyn","A"
41133094,"N","Staten Island","OTHER"
41133582,"A","Manhattan","A"
41134066,"A","Queens","A"
41134612,"A","Queens","A"
41134842,"B","Manhattan","B"
41135075,"A","Brooklyn","A"
41135090,"A","Staten Island","A"
41135587,"A","Staten Island","A"
41136253,"A","Queens","A"
41136521,"A","Queens","A"
41136967,"A","Manhattan","A"
41136985,"A","Bronx","A"
41137141,"A","Manhattan","A"
41137336,"A","Manhattan","A"
41137340,"A","Queens","A"
41137586,"A","Manhattan","A"
41138136,"A","Brooklyn","A"
41138257,"A","Brooklyn","A"
41138581,"A","Manhattan","A"
41138610,"A","Queens","A"
41138977,"A","Manhattan","A"
41138983,"A","Manhattan","A"
41138984,"A","Manhattan","A"
41139007,"A","Queens","A"
41139066,"A","Queens","A"
41139219,"A","Brooklyn","A"
41139255,"A","Manhattan","A"
41139411,"A","Manhattan","A"
41139432,"A","Queens","A"
41139608,"A","Manhattan","A"
41139783,"A","Brooklyn","A"
41140140,"B","Bronx","B"
41140612,"A","Manhattan","A"
41140991,"A","Manhattan","A"
41142173,"A","Brooklyn","A"
41142196,"A","Queens","A"
41142210,"A","Manhattan","A"
41142355,"B","Brooklyn","B"
41142394,"A","Manhattan","A"
41142962,"A","Manhattan","A"
41143170,"B","Queens","B"
41143410,"A","Queens","A"
41143605,"A","Manhattan","A"
41144043,"A","Manhattan","A"
41144145,"A","Queens","A"
41144476,"A","Brooklyn","A"
41145134,"A","Manhattan","A"
41145163,"A","Queens","A"
41145521,"A","Queens","A"
41145557,"A","Staten Island","A"
41145879,"N","Queens","OTHER"
41145911,"P","Manhattan","OTHER"
41146006,"A","Staten Island","A"
41146015,"A","Manhattan","A"
41146939,"A","Brooklyn","A"
41147318,"A","Brooklyn","A"
41147597,"A","Brooklyn","A"
41147913,"A","Manhattan","A"
41148002,"A","Queens","A"
41148214,"A","Manhattan","A"
41148766,"A","Manhattan","A"
41148810,"A","Manhattan","A"
41149143,"A","Brooklyn","A"
41149243,"A","Bronx","A"
41149249,"A","Manhattan","A"
41149373,"A","Manhattan","A"
41149565,"A","Brooklyn","A"
41149653,"N","Manhattan","OTHER"
41150133,"A","Manhattan","A"
41150371,"A","Brooklyn","A"
41150437,"A","Brooklyn","A"
41150646,"A","Queens","A"
41151163,"A","Manhattan","A"
41151507,"A","Manhattan","A"
41151521,"A","Manhattan","A"
41151839,"A","Brooklyn","A"
41151907,"Z","Manhattan","OTHER"
41151982,"A","Manhattan","A"
41151989,"A","Manhattan","A"
41152741,"Z","Manhattan","OTHER"
41152860,"A","Brooklyn","A"
41152865,"A","Brooklyn","A"
41152958,"B","Brooklyn","B"
41152996,"C","Manhattan","C"
41153001,"A","Brooklyn","A"
41153089,"A","Staten Island","A"
41153530,"A","Queens","A"
41153678,"A","Brooklyn","A"
41153872,"A","Manhattan","A"
41153944,"A","Staten Island","A"
41154087,"A","Queens","A"
41154226,"A","Manhattan","A"
41154306,"A","Brooklyn","A"
41154370,"Z","Queens","OTHER"
41154379,"A","Brooklyn","A"
41154403,"A","Brooklyn","A"
41154571,"A","Queens","A"
41155141,"A","Bronx","A"
41155285,"A","Brooklyn","A"
41155290,"A","Manhattan","A"
41155726,"A","Bronx","A"
41155817,"A","Staten Island","A"
41156149,"A","Brooklyn","A"
41156192,"A","Brooklyn","A"
41156203,"A","Manhattan","A"
41156219,"A","Queens","A"
41156430,"A","Queens","A"
41156678,"Z","Queens","OTHER"
41156729,"A","Manhattan","A"
41156745,"A","Brooklyn","A"
41156869,"A","Manhattan","A"
41157563,"A","Queens","A"
41158108,"A","Queens","A"
41158614,"A","Bronx","A"
41158746,"A","Queens","A"
41158806,"A","Manhattan","A"
41158964,"A","Brooklyn","A"
41158998,"A","Bronx","A"
41159246,"A","Manhattan","A"
41159730,"A","Manhattan","A"
41159798,"A","Manhattan","A"
41159801,"A","Manhattan","A"
41160010,"C","Bronx","C"
41160076,"A","Manhattan","A"
41160209,"A","Brooklyn","A"
41160375,"B","Staten Island","B"
41160851,"A","Brooklyn","A"
41160885,"B","Manhattan","B"
41161344,"A","Queens","A"
41161346,"A","Manhattan","A"
41161770,"A","Brooklyn","A"
41162227,"A","Queens","A"
41162683,"A","Brooklyn","A"
41163019,"A","Brooklyn","A"
41163097,"A","Queens","A"
41163307,"B","Manhattan","B"
41163308,"A","Brooklyn","A"
41163361,"Z","Bronx","OTHER"
41163474,"A","Brooklyn","A"
41163622,"A","Manhattan","A"
41164203,"A","Brooklyn","A"
41164361,"A","Bronx","A"
41164472,"A","Manhattan","A"
41164644,"A","Queens","A"
41164650,"B","Manhattan","B"
41164822,"A","Manhattan","A"
41164840,"A","Manhattan","A"
41165199,"B","Bronx","B"
41165361,"N","Manhattan","OTHER"
41165717,"A","Queens","A"
41165980,"A","Manhattan","A"
41166072,"B","Queens","B"
41166360,"A","Queens","A"
41166368,"A","Staten Island","A"
41166704,"A","Bronx","A"
41166868,"N","Queens","OTHER"
41166881,"A","Manhattan","A"
41166903,"A","Manhattan","A"
41167181,"A","Queens","A"
41167732,"A","Bronx","A"
41167764,"A","Brooklyn","A"
41168057,"A","Manhattan","A"
41168098,"A","Manhattan","A"
41168101,"A","Queens","A"
41168107,"A","Manhattan","A"
41168203,"A","Manhattan","A"
41168216,"A","Manhattan","A"
41168300,"A","Brooklyn","A"
41168644,"A","Brooklyn","A"
41168748,"A","Bronx","A"
41168754,"A","Manhattan","A"
41168758,"A","Staten Island","A"
41168952,"A","Manhattan","A"
41169052,"A","Manhattan","A"
41169084,"A","Manhattan","A"
41169421,"A","Queens","A"
41169478,"A","Queens","A"
41169770,"A","Brooklyn","A"
41169998,"A","Brooklyn","A"
41170072,"A","Queens","A"
41171181,"B","Manhattan","B"
41171220,"A","Queens","A"
41171542,"A","Bronx","A"
41171815,"B","Manhattan","B"
41171890,"A","Staten Island","A"
41172425,"A","Staten Island","A"
41172507,"A","Manhattan","A"
41172527,"A","Queens","A"
41172564,"A","Brooklyn","A"
41172672,"A","Manhattan","A"
41172734,"A","Manhattan","A"
41172740,"A","Manhattan","A"
41172924,"A","Brooklyn","A"
41173179,"A","Queens","A"
41173219,"A","Queens","A"
41173328,"A","Manhattan","A"
41173497,"A","Manhattan","A"
41174075,"A","Brooklyn","A"
41174270,"A","Queens","A"
41174286,"A","Queens","A"
41174287,"A","Queens","A"
41174549,"A","Queens","A"
41174643,"A","Bronx","A"
41174947,"A","Queens","A"
41175258,"A","Queens","A"
41175260,"A","Queens","A"
41175261,"A","Queens","A"
41175262,"A","Queens","A"
41175648,"A","Manhattan","A"
41175816,"A","Queens","A"
41175823,"A","Queens","A"
41175984,"A","Queens","A"
41176037,"N","Brooklyn","OTHER"
41176118,"A","Manhattan","A"
41176172,"A","Manhattan","A"
41176428,"A","Queens","A"
41176438,"A","Bronx","A"
41176558,"A","Bronx","A"
41176692,"A","Queens","A"
41177009,"A","Queens","A"
41177037,"N","Queens","OTHER"
41177118,"A","Bronx","A"
41177247,"A","Manhattan","A"
41177892,"Z","Manhattan","OTHER"
41178124,"A","Manhattan","A"
41178236,"Z","Queens","OTHER"
41178622,"A","Brooklyn","A"
41178691,"A","Manhattan","A"
41178943,"Z","Bronx","OTHER"
41179165,"A","Bronx","A"
41179282,"A","Brooklyn","A"
41180080,"A","Manhattan","A"
41180122,"A","Brooklyn","A"
41180275,"A","Bronx","A"
41180283,"A","Manhattan","A"
41180292,"A","Manhattan","A"
41180510,"A","Manhattan","A"
41180600,"A","Queens","A"
41180860,"A","Brooklyn","A"
41181385,"A","Bronx","A"
41181395,"A","Brooklyn","A"
41182162,"A","Brooklyn","A"
41182288,"A","Queens","A"
41182363,"A","Manhattan","A"
41182565,"A","Staten Island","A"
41182682,"A","Staten Island","A"
41182721,"A","Queens","A"
41182732,"A","Bronx","A"
41182747,"A","Queens","A"
41182904,"A","Brooklyn","A"
41183237,"B","Manhattan","B"
41183271,"A","Queens","A"
41183278,"A","Queens","A"
41183397,"C","Bronx","C"
41183771,"A","Manhattan","A"
41184056,"A","Staten Island","A"
41184464,"A","Queens","A"
41184581,"A","Brooklyn","A"
41184659,"A","Manhattan","A"
41185133,"A","Brooklyn","A"
41185214,"A","Brooklyn","A"
41185348,"A","Manhattan","A"
41185792,"A","Manhattan","A"
41185798,"A","Manhattan","A"
41185899,"B","Manhattan","B"
41185928,"A","Queens","A"
41186118,"A","Queens","A"
41186217,"A","Manhattan","A"
41186285,"A","Brooklyn","A"
41186643,"A","Brooklyn","A"
41187642,"A","Bronx","A"
41188374,"A","Manhattan","A"
41188476,"A","Manhattan","A"
41188631,"B","Brooklyn","B"
41188824,"A","Manhattan","A"
41189162,"A","Brooklyn","A"
41189470,"A","Brooklyn","A"
41189761,"A","Brooklyn","A"
41189848,"B","Manhattan","B"
41190258,"A","Brooklyn","A"
41190419,"A","Staten Island","A"
41190515,"N","Manhattan","OTHER"
41191334,"A","Manhattan","A"
41191438,"A","Brooklyn","A"
41191561,"P","Brooklyn","OTHER"
41191695,"A","Manhattan","A"
41191856,"A","Manhattan","A"
41192316,"B","Bronx","B"
41192474,"A","Brooklyn","A"
41193019,"A","Manhattan","A"
41193094,"A","Brooklyn","A"
41193113,"A","Brooklyn","A"
41193517,"P","Queens","OTHER"
41194024,"A","Manhattan","A"
41194745,"C","Queens","C"
41194832,"A","Queens","A"
41194838,"A","Queens","A"
41194868,"A","Queens","A"
41194917,"A","Queens","A"
41194925,"A","Queens","A"
41195033,"A","Queens","A"
41195053,"A","Queens","A"
41195346,"B","Manhattan","B"
41195691,"A","Bronx","A"
41195733,"A","Manhattan","A"
41196158,"B","Manhattan","B"
41196536,"A","Brooklyn","A"
41196542,"A","Manhattan","A"
41196869,"A","Brooklyn","A"
41197195,"A","Queens","A"
41197199,"A","Manhattan","A"
41197215,"A","Manhattan","A"
41197487,"A","Manhattan","A"
41197540,"A","Brooklyn","A"
41197747,"A","Staten Island","A"
41198297,"A","Manhattan","A"
41198338,"A","Manhattan","A"
41198352,"A","Staten Island","A"
41198518,"A","Manhattan","A"
41198981,"A","Queens","A"
41199571,"A","Manhattan","A"
41200490,"A","Manhattan","A"
41200687,"A","Staten Island","A"
41200936,"A","Brooklyn","A"
41201169,"A","Manhattan","A"
41201799,"A","Manhattan","A"
41201903,"A","Queens","A"
41202176,"A","Manhattan","A"
41202218,"A","Queens","A"
41202221,"A","Manhattan","A"
41202349,"A","Brooklyn","A"
41202545,"A","Queens","A"
41202725,"A","Queens","A"
41202797,"A","Manhattan","A"
41203218,"A","Staten Island","A"
41203328,"A","Queens","A"
41203533,"C","Manhattan","C"
41204031,"A","Manhattan","A"
41204246,"A","Bronx","A"
41204498,"Z","Queens","OTHER"
41204508,"A","Manhattan","A"
41204715,"A","Bronx","A"
41204887,"A","Bronx","A"
41204905,"N","Manhattan","OTHER"
41204942,"A","Manhattan","A"
41204966,"N","Manhattan","OTHER"
41205254,"A","Bronx","A"
41205293,"A","Queens","A"
41205309,"A","Manhattan","A"
41205634,"A","Brooklyn","A"
41206006,"A","Queens","A"
41206436,"Z","Bronx","OTHER"
41206524,"C","Brooklyn","C"
41206802,"A","Bronx","A"
41207137,"A","Queens","A"
41207173,"A","Manhattan","A"
41207574,"A","Manhattan","A"
41207580,"B","Queens","B"
41208011,"A","Queens","A"
41208080,"A","Manhattan","A"
41208221,"A","Staten Island","A"
41208272,"A","Manhattan","A"
41208965,"Z","Brooklyn","OTHER"
41209002,"A","Queens","A"
41209159,"A","Manhattan","A"
41209948,"A","Brooklyn","A"
41210127,"A","Manhattan","A"
41210181,"A","Queens","A"
41210703,"A","Staten Island","A"
41210712,"A","Brooklyn","A"
41210953,"A","Bronx","A"
41211246,"A","Manhattan","A"
41211257,"B","Bronx","B"
41211538,"A","Manhattan","A"
41211622,"A","Manhattan","A"
41212364,"A","Manhattan","A"
41212437,"A","Brooklyn","A"
41212475,"A","Manhattan","A"
41212798,"A","Manhattan","A"
41212839,"A","Manhattan","A"
41212919,"A","Queens","A"
41213051,"A","Queens","A"
41213163,"A","Manhattan","A"
41213323,"A","Brooklyn","A"
41213444,"A","Manhattan","A"
41214353,"A","Manhattan","A"
41214360,"A","Manhattan","A"
41215188,"A","Queens","A"
41215408,"A","Queens","A"
41215420,"A","Bronx","A"
41215422,"A","Bronx","A"
41215525,"A","Manhattan","A"
41215734,"B","Manhattan","B"
41216130,"C","Queens","C"
41216183,"A","Manhattan","A"
41216379,"A","Manhattan","A"
41216820,"A","Brooklyn","A"
41216872,"A","Queens","A"
41217083,"A","Manhattan","A"
41217194,"C","Queens","C"
41217325,"B","Queens","B"
41217329,"B","Brooklyn","B"
41217335,"A","Manhattan","A"
41217591,"A","Staten Island","A"
41217679,"A","Manhattan","A"
41217775,"A","Manhattan","A"
41217779,"C","Manhattan","C"
41217791,"A","Bronx","A"
41218096,"A","Manhattan","A"
41218452,"A","Queens","A"
41218543,"A","Queens","A"
41218916,"A","Manhattan","A"
41218950,"A","Manhattan","A"
41219088,"A","Manhattan","A"
41219092,"Z","Manhattan","OTHER"
41219099,"A","Queens","A"
41219223,"A","Brooklyn","A"
41219536,"A","Manhattan","A"
41219569,"A","Manhattan","A"
41219576,"C","Brooklyn","C"
41219793,"A","Manhattan","A"
41220085,"A","Queens","A"
41220121,"A","Queens","A"
41220219,"A","Bronx","A"
41221138,"A","Manhattan","A"
41221266,"A","Queens","A"
41221268,"A","Queens","A"
41222128,"A","Bronx","A"
41222270,"A","Manhattan","A"
41222296,"A","Brooklyn","A"
41222434,"A","Manhattan","A"
41222453,"A","Manhattan","A"
41222682,"A","Brooklyn","A"
41222773,"A","Manhattan","A"
41222832,"A","Manhattan","A"
41223011,"A","Manhattan","A"
41223224,"A","Brooklyn","A"
41223399,"A","Manhattan","A"
41223492,"A","Manhattan","A"
41223754,"A","Manhattan","A"
41223822,"A","Manhattan","A"
41223838,"A","Queens","A"
41224360,"A","Brooklyn","A"
41224381,"A","Brooklyn","A"
41224979,"C","Queens","C"
41224985,"A","Manhattan","A"
41225172,"A","Queens","A"
41225179,"A","Manhattan","A"
41225183,"A","Manhattan","A"
41225222,"A","Manhattan","A"
41225243,"A","Manhattan","A"
41225392,"B","Manhattan","B"
41225436,"A","Brooklyn","A"
41225503,"A","Manhattan","A"
41225718,"A","Brooklyn","A"
41225826,"A","Brooklyn","A"
41225880,"A","Queens","A"
41226031,"A","Manhattan","A"
41226130,"A","Brooklyn","A"
41226225,"A","Brooklyn","A"
41226387,"A","Manhattan","A"
41226396,"A","Queens","A"
41226690,"A","Brooklyn","A"
41226719,"A","Queens","A"
41226870,"A","Queens","A"
41227024,"A","Queens","A"
41227184,"A","Manhattan","A"
41227319,"A","Brooklyn","A"
41227684,"A","Brooklyn","A"
41227842,"A","Bronx","A"
41227884,"A","Manhattan","A"
41227925,"A","Queens","A"
41228172,"A","Manhattan","A"
41228468,"A","Manhattan","A"
41228760,"A","Manhattan","A"
41229111,"A","Brooklyn","A"
41229180,"Z","Manhattan","OTHER"
41230004,"N","Manhattan","OTHER"
41230254,"A","Queens","A"
41230437,"A","Manhattan","A"
41230533,"A","Brooklyn","A"
41230536,"A","Brooklyn","A"
41230965,"A","Queens","A"
41231005,"A","Brooklyn","A"
41231024,"A","Brooklyn","A"
41231076,"A","Queens","A"
41231138,"A","Bronx","A"
41231284,"A","Manhattan","A"
41231473,"A","Brooklyn","A"
41231500,"A","Queens","A"
41231506,"A","Brooklyn","A"
41231634,"A","Queens","A"
41231660,"B","Bronx","B"
41231878,"A","Manhattan","A"
41232125,"A","Brooklyn","A"
41232290,"A","Brooklyn","A"
41232292,"B","Bronx","B"
41232504,"A","Manhattan","A"
41232726,"A","Manhattan","A"
41232778,"A","Bronx","A"
41232890,"A","Manhattan","A"
41232906,"B","Queens","B"
41233053,"B","Bronx","B"
41233156,"A","Manhattan","A"
41233392,"A","Brooklyn","A"
41233476,"A","Manhattan","A"
41233598,"A","Manhattan","A"
41233787,"A","Bronx","A"
41233916,"A","Brooklyn","A"
41234310,"A","Manhattan","A"
41234608,"A","Queens","A"
41234821,"Z","Manhattan","OTHER"
41235245,"A","Manhattan","A"
41235305,"Z","Manhattan","OTHER"
41235437,"A","Manhattan","A"
41235443,"Z","Manhattan","OTHER"
41235545,"Z","Queens","OTHER"
41235592,"A","Manhattan","A"
41235694,"A","Staten Island","A"
41235974,"B","Manhattan","B"
41236257,"A","Brooklyn","A"
41236258,"A","Brooklyn","A"
41236269,"B","Queens","B"
41236382,"A","Brooklyn","A"
41236388,"A","Brooklyn","A"
41236401,"A","Brooklyn","A"
41236405,"A","Brooklyn","A"
41236413,"A","Brooklyn","A"
41236466,"A","Brooklyn","A"
41236480,"A","Brooklyn","A"
41236517,"A","Manhattan","A"
41236577,"A","Manhattan","A"
41236580,"A","Queens","A"
41236763,"A","Manhattan","A"
41236780,"A","Queens","A"
41236893,"Z","Brooklyn","OTHER"
41237165,"A","Manhattan","A"
41237228,"A","Brooklyn","A"
41237535,"A","Brooklyn","A"
41237579,"A","Manhattan","A"
41237648,"A","Queens","A"
41237756,"A","Queens","A"
41237824,"A","Staten Island","A"
41237861,"A","Manhattan","A"
41237926,"A","Manhattan","A"
41238041,"A","Manhattan","A"
41238082,"A","Brooklyn","A"
41238106,"A","Brooklyn","A"
41238165,"B","Queens","B"
41238204,"Z","Bronx","OTHER"
41238372,"Z","Queens","OTHER"
41238635,"A","Brooklyn","A"
41238641,"A","Manhattan","A"
41239252,"A","Manhattan","A"
41239497,"A","Bronx","A"
41239724,"A","Queens","A"
41239807,"A","Queens","A"
41239831,"A","Manhattan","A"
41239887,"A","Brooklyn","A"
41240424,"Z","Manhattan","OTHER"
41240455,"A","Manhattan","A"
41240596,"A","Staten Island","A"
41240624,"B","Manhattan","B"
41240850,"A","Brooklyn","A"
41241023,"A","Brooklyn","A"
41241298,"B","Brooklyn","B"
41241627,"A","Bronx","A"
41241630,"A","Manhattan","A"
41241639,"A","Manhattan","A"
41241730,"A","Manhattan","A"
41241757,"A","Manhattan","A"
41241802,"A","Brooklyn","A"
41242232,"A","Brooklyn","A"
41242701,"A","Queens","A"
41242907,"A","Bronx","A"
41242943,"A","Manhattan","A"
41243023,"B","Manhattan","B"
41243427,"A","Manhattan","A"
41243472,"A","Manhattan","A"
41243506,"A","Brooklyn","A"
41243535,"A","Manhattan","A"
41243544,"A","Brooklyn","A"
41243693,"A","Queens","A"
41243875,"A","Queens","A"
41243880,"A","Queens","A"
41244008,"A","Manhattan","A"
41244032,"A","Bronx","A"
41244379,"A","Queens","A"
41244429,"A","Queens","A"
41244494,"A","Brooklyn","A"
41244516,"B","Queens","B"
41245387,"A","Brooklyn","A"
41245444,"A","Brooklyn","A"
41245488,"A","Brooklyn","A"
41245491,"A","Manhattan","A"
41245538,"A","Manhattan","A"
41245711,"Z","Brooklyn","OTHER"
41246004,"A","Manhattan","A"
41246322,"A","Queens","A"
41246444,"A","Manhattan","A"
41246655,"A","Bronx","A"
41246951,"A","Manhattan","A"
41246958,"A","Brooklyn","A"
41247133,"A","Brooklyn","A"
41247143,"A","Brooklyn","A"
41247152,"A","Queens","A"
41247222,"A","Manhattan","A"
41247493,"A","Bronx","A"
41247535,"A","Bronx","A"
41247555,"A","Queens","A"
41248529,"A","Manhattan","A"
41248584,"A","Manhattan","A"
41248591,"A","Manhattan","A"
